,batter_id,batter_name,year,team,height/weight,position,G,AB,H,2B,3B,HR,TB,SB,CS,BB,HBP,R,RBI,E,SO,GDP,avg,OBP,SLG,OPS,career,starting_salary,year_born,p_year,YAB,YOPS
302,100,문규현,2017,롯데,185cm/92kg,내야수(우투우타),110,304,82,15,2,6,119,2,1,10,2,38,42,7,42,10,0.27,0.295,0.391,0.6859999999999999,군산초-군산남중-군산상고-롯데-상무,3000만원,1983년 07월 05일,2018,175.0,0.6479999999999999
303,103,민병헌,2006,두산,178cm/87kg,외야수(우투우타),80,61,12,0,1,0,14,17,3,2,0,20,4,1,16,1,0.19699999999999998,0.21899999999999997,0.23,0.449,화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,1987년 03월 10일,2007,206.0,0.647
304,103,민병헌,2007,두산,178cm/87kg,외야수(우투우타),119,328,80,14,3,3,109,30,9,28,5,53,31,0,56,5,0.244,0.308,0.332,0.64,화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,1987년 03월 10일,2008,93.0,0.457
305,103,민병헌,2008,두산,178cm/87kg,외야수(우투우타),87,93,18,0,1,0,20,18,6,6,1,26,0,0,18,2,0.19399999999999998,0.25,0.215,0.465,화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,1987년 03월 10일,2009,201.0,0.69
306,103,민병헌,2009,두산,178cm/87kg,외야수(우투우타),115,261,67,14,0,5,96,18,5,17,6,49,28,1,54,7,0.257,0.313,0.368,0.6809999999999999,화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,1987년 03월 10일,2010,33.0,0.645
307,103,민병헌,2012,두산,178cm/87kg,외야수(우투우타),2,7,1,0,0,0,1,0,2,0,0,0,0,0,2,0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,1987년 03월 10일,2013,201.0,0.916
308,103,민병헌,2013,두산,178cm/87kg,외야수(우투우타),119,383,122,21,7,9,184,27,8,40,7,71,65,1,62,7,0.319,0.387,0.48,0.867,화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,1987년 03월 10일,2014,293.0,0.93
309,103,민병헌,2014,두산,178cm/87kg,외야수(우투우타),124,470,162,31,3,12,235,16,8,37,6,85,79,0,63,11,0.345,0.395,0.5,0.895,화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,1987년 03월 10일,2015,268.0,0.8690000000000001
310,103,민병헌,2015,두산,178cm/87kg,외야수(우투우타),129,491,149,20,2,12,209,7,3,50,8,80,75,4,74,15,0.303,0.373,0.426,0.7989999999999999,화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,1987년 03월 10일,2016,321.0,0.938
311,103,민병헌,2016,두산,178cm/87kg,외야수(우투우타),134,511,166,31,4,16,253,9,2,48,15,98,87,0,91,18,0.325,0.396,0.495,0.8909999999999999,화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,1987년 03월 10일,2017,266.0,0.8440000000000001
312,103,민병헌,2017,두산,178cm/87kg,외야수(우투우타),123,447,136,21,0,14,199,3,4,47,19,73,71,4,74,14,0.304,0.389,0.445,0.8340000000000001,화곡초-잠신중-덕수정보고-두산-경찰-두산,12000만원,1987년 03월 10일,2018,222.0,0.8190000000000001
313,104,박건우,2013,두산,184cm/80kg,외야수(우투우타),34,48,13,1,0,1,17,2,3,1,1,12,7,0,11,4,0.271,0.3,0.354,0.6539999999999999,역삼초-이수중-서울고-두산-경찰,10000만원,1990년 09월 08일,2014,28.0,0.5880000000000001
314,104,박건우,2014,두산,184cm/80kg,외야수(우투우타),47,61,11,4,1,0,17,1,0,4,0,7,3,2,13,0,0.18,0.231,0.27899999999999997,0.51,역삼초-이수중-서울고-두산-경찰,10000만원,1990년 09월 08일,2015,27.0,0.825
315,104,박건우,2015,두산,184cm/80kg,외야수(우투우타),70,158,54,12,0,5,81,2,1,12,3,31,26,2,29,2,0.342,0.39899999999999997,0.513,0.912,역삼초-이수중-서울고-두산-경찰,10000만원,1990년 09월 08일,2016,272.0,0.976
316,104,박건우,2016,두산,184cm/80kg,외야수(우투우타),132,484,162,36,4,20,266,17,6,38,9,95,83,3,86,9,0.335,0.39,0.55,0.94,역삼초-이수중-서울고-두산-경찰,10000만원,1990년 09월 08일,2017,269.0,0.889
317,104,박건우,2017,두산,184cm/80kg,외야수(우투우타),131,483,177,40,2,20,281,20,3,41,10,91,78,4,64,15,0.366,0.424,0.5820000000000001,1.006,역삼초-이수중-서울고-두산-경찰,10000만원,1990년 09월 08일,2018,333.0,0.8180000000000001
318,105,박경수,2003,LG,178cm/80kg,내야수(우투우타),84,172,47,10,2,1,64,2,2,17,4,14,19,15,38,1,0.273,0.35100000000000003,0.3720000000000001,0.723,미성초-성남중-성남고-LG,43000만원,1984년 03월 31일,2004,157.0,0.715
319,105,박경수,2004,LG,178cm/80kg,내야수(우투우타),92,328,88,15,0,6,121,7,6,40,13,50,33,8,72,6,0.268,0.3670000000000001,0.369,0.736,미성초-성남중-성남고-LG,43000만원,1984년 03월 31일,2005,35.0,0.491
320,105,박경수,2005,LG,178cm/80kg,내야수(우투우타),35,105,18,2,0,2,26,1,0,18,3,13,7,4,32,1,0.171,0.307,0.248,0.5549999999999999,미성초-성남중-성남고-LG,43000만원,1984년 03월 31일,2006,188.0,0.565
321,105,박경수,2006,LG,178cm/80kg,내야수(우투우타),107,329,69,6,2,6,97,5,2,36,4,32,28,9,72,6,0.21,0.293,0.295,0.588,미성초-성남중-성남고-LG,43000만원,1984년 03월 31일,2007,116.0,0.598
322,105,박경수,2007,LG,178cm/80kg,내야수(우투우타),115,248,59,8,3,3,82,10,3,33,5,32,19,5,42,9,0.23800000000000002,0.33799999999999997,0.331,0.669,미성초-성남중-성남고-LG,43000만원,1984년 03월 31일,2008,303.0,0.748
323,105,박경수,2008,LG,178cm/80kg,내야수(우투우타),116,367,95,11,1,8,132,6,5,37,7,46,43,11,65,13,0.259,0.33,0.36,0.69,미성초-성남중-성남고-LG,43000만원,1984년 03월 31일,2009,178.0,0.762
324,105,박경수,2009,LG,178cm/80kg,내야수(우투우타),106,269,64,12,0,8,100,6,4,54,7,45,31,10,55,5,0.23800000000000002,0.377,0.3720000000000001,0.7490000000000001,미성초-성남중-성남고-LG,43000만원,1984년 03월 31일,2010,93.0,0.6629999999999999
325,105,박경수,2010,LG,178cm/80kg,내야수(우투우타),80,231,60,21,0,3,90,10,2,30,16,33,21,6,52,3,0.26,0.381,0.39,0.7709999999999999,미성초-성남중-성남고-LG,43000만원,1984년 03월 31일,2011,259.0,0.636
326,105,박경수,2014,LG,178cm/80kg,내야수(우투우타),87,162,37,6,1,2,51,7,1,25,5,33,19,10,33,6,0.228,0.344,0.315,0.659,미성초-성남중-성남고-LG,43000만원,1984년 03월 31일,2015,263.0,0.853
327,105,박경수,2015,KT,178cm/80kg,내야수(우투우타),137,440,125,30,1,22,223,6,4,74,13,75,73,6,115,8,0.284,0.39899999999999997,0.507,0.9059999999999999,미성초-성남중-성남고-LG,43000만원,1984년 03월 31일,2016,255.0,0.903
328,105,박경수,2016,KT,178cm/80kg,내야수(우투우타),121,402,126,22,1,20,210,3,1,65,5,64,80,13,80,9,0.313,0.41200000000000003,0.522,0.934,미성초-성남중-성남고-LG,43000만원,1984년 03월 31일,2017,272.0,0.8190000000000001
329,105,박경수,2017,KT,178cm/80kg,내야수(우투우타),131,442,116,27,1,15,190,1,2,57,6,62,66,6,118,14,0.262,0.35200000000000004,0.43,0.782,미성초-성남중-성남고-LG,43000만원,1984년 03월 31일,2018,293.0,0.879
330,107,박광열,2015,NC,182cm/85kg,포수(우투우타),33,21,6,1,0,0,7,0,1,0,0,2,3,0,6,1,0.28600000000000003,0.273,0.33299999999999996,0.6060000000000001,서울도곡초-이수중-휘문고,10000만원,1995년 08월 28일,2016,7.0,0.858
331,107,박광열,2016,NC,182cm/85kg,포수(우투우타),13,15,6,0,0,0,6,0,0,0,0,0,0,2,3,1,0.4,0.4,0.4,0.8,서울도곡초-이수중-휘문고,10000만원,1995년 08월 28일,2017,21.0,0.7140000000000001
332,107,박광열,2017,NC,182cm/85kg,포수(우투우타),60,63,12,7,1,1,24,0,0,2,0,5,1,1,18,3,0.19,0.215,0.381,0.596,서울도곡초-이수중-휘문고,10000만원,1995년 08월 28일,2018,21.0,0.51
333,111,박동원,2013,넥센,179cm/92kg,포수(우투우타),69,98,19,6,0,1,28,1,0,7,1,5,6,6,28,6,0.19399999999999998,0.255,0.28600000000000003,0.5409999999999999,양정초-개성중-개성고-히어로즈-넥센-상무,6000만원,1990년 04월 07일,2014,38.0,0.7140000000000001
334,111,박동원,2014,넥센,179cm/92kg,포수(우투우타),76,174,44,7,2,6,73,0,0,13,5,32,26,7,41,7,0.253,0.321,0.42,0.741,양정초-개성중-개성고-히어로즈-넥센-상무,6000만원,1990년 04월 07일,2015,223.0,0.7070000000000001
335,111,박동원,2015,넥센,179cm/92kg,포수(우투우타),127,379,101,12,1,14,157,0,0,37,9,47,61,10,93,4,0.266,0.33899999999999997,0.414,0.753,양정초-개성중-개성고-히어로즈-넥센-상무,6000만원,1990년 04월 07일,2016,249.0,0.652
336,111,박동원,2016,넥센,179cm/92kg,포수(우투우타),127,411,102,25,1,14,171,3,1,27,7,44,70,7,93,18,0.248,0.304,0.41600000000000004,0.72,양정초-개성중-개성고-히어로즈-넥센-상무,6000만원,1990년 04월 07일,2017,165.0,0.8079999999999999
337,111,박동원,2017,넥센,179cm/92kg,포수(우투우타),103,256,69,9,0,11,111,2,1,17,3,33,39,8,56,9,0.27,0.32,0.434,0.754,양정초-개성중-개성고-히어로즈-넥센-상무,6000만원,1990년 04월 07일,2018,117.0,0.7290000000000001
338,112,박민우,2013,NC,185cm/80kg,내야수(우투좌타),32,41,11,1,0,0,12,9,2,5,0,10,6,3,6,3,0.268,0.34,0.293,0.633,마포초(용산리틀)-선린중-휘문고,16000만원,1993년 02월 06일,2014,238.0,0.8590000000000001
339,112,박민우,2014,NC,185cm/80kg,내야수(우투좌타),118,416,124,21,9,1,166,50,10,56,11,87,40,10,89,5,0.298,0.392,0.39899999999999997,0.7909999999999999,마포초(용산리틀)-선린중-휘문고,16000만원,1993년 02월 06일,2015,312.0,0.8029999999999999
340,112,박민우,2015,NC,185cm/80kg,내야수(우투좌타),141,520,158,31,6,3,210,46,16,73,14,111,47,11,108,4,0.304,0.39899999999999997,0.40399999999999997,0.8029999999999999,마포초(용산리틀)-선린중-휘문고,16000만원,1993년 02월 06일,2016,219.0,0.804
341,112,박민우,2016,NC,185cm/80kg,내야수(우투좌타),121,435,149,16,6,3,186,20,6,55,8,84,55,14,70,9,0.34299999999999997,0.42,0.428,0.848,마포초(용산리틀)-선린중-휘문고,16000만원,1993년 02월 06일,2017,167.0,0.8140000000000001
342,112,박민우,2017,NC,185cm/80kg,내야수(우투좌타),106,388,141,25,4,3,183,11,1,46,11,84,47,7,51,8,0.363,0.441,0.47200000000000003,0.9129999999999999,마포초(용산리틀)-선린중-휘문고,16000만원,1993년 02월 06일,2018,260.0,0.741
343,113,박병호,2005,LG,185cm/107kg,내야수(우투우타),79,163,31,11,0,3,51,1,0,12,6,22,21,3,48,3,0.19,0.265,0.313,0.5780000000000001,영일초(광명리틀)-영남중-성남고-LG-상무-LG-넥센-미네소타,33000만원,1986년 07월 10일,2006,86.0,0.5549999999999999
344,113,박병호,2009,LG,185cm/107kg,내야수(우투우타),68,188,41,7,0,9,75,2,1,20,4,28,25,1,70,3,0.218,0.305,0.39899999999999997,0.7040000000000001,영일초(광명리틀)-영남중-성남고-LG-상무-LG-넥센-미네소타,33000만원,1986년 07월 10일,2010,139.0,0.687
345,113,박병호,2010,LG,185cm/107kg,내야수(우투우타),78,160,30,4,0,7,55,5,1,26,2,25,22,0,55,5,0.188,0.305,0.344,0.649,영일초(광명리틀)-영남중-성남고-LG-상무-LG-넥센-미네소타,33000만원,1986년 07월 10일,2011,16.0,0.5509999999999999
346,113,박병호,2011,넥센,185cm/107kg,내야수(우투우타),66,201,51,11,2,13,105,2,0,26,2,31,31,5,76,5,0.254,0.34299999999999997,0.522,0.865,영일초(광명리틀)-영남중-성남고-LG-상무-LG-넥센-미네소타,33000만원,1986년 07월 10일,2012,279.0,0.95
347,113,박병호,2012,넥센,185cm/107kg,내야수(우투우타),133,469,136,34,0,31,263,20,9,73,11,76,105,7,111,6,0.29,0.39299999999999996,0.561,0.954,영일초(광명리틀)-영남중-성남고-LG-상무-LG-넥센-미네소타,33000만원,1986년 07월 10일,2013,267.0,1.002
348,113,박병호,2013,넥센,185cm/107kg,내야수(우투우타),128,450,143,17,0,37,271,10,2,92,8,91,117,5,96,7,0.318,0.4370000000000001,0.602,1.0390000000000001,영일초(광명리틀)-영남중-성남고-LG-상무-LG-넥센-미네소타,33000만원,1986년 07월 10일,2014,276.0,1.087
349,113,박병호,2014,넥센,185cm/107kg,내야수(우투우타),128,459,139,16,2,52,315,8,3,96,12,126,124,4,142,13,0.303,0.433,0.6859999999999999,1.119,영일초(광명리틀)-영남중-성남고-LG-상무-LG-넥센-미네소타,33000만원,1986년 07월 10일,2015,333.0,1.1320000000000001
350,115,박석민,2004,삼성,178cm/88kg,내야수(우투우타),23,29,3,1,0,1,7,0,0,2,1,2,3,1,7,3,0.10300000000000001,0.188,0.24100000000000002,0.429,율하초-경복중-대구고-삼성-상무-삼성,18000만원,1985년 06월 22일,2005,62.0,0.467
351,115,박석민,2008,삼성,178cm/88kg,내야수(우투우타),126,416,116,27,1,14,187,2,3,61,12,65,64,18,84,15,0.27899999999999997,0.385,0.45,0.835,율하초-경복중-대구고-삼성-상무-삼성,18000만원,1985년 06월 22일,2009,169.0,0.9159999999999999
352,115,박석민,2009,삼성,178cm/88kg,내야수(우투우타),97,295,84,17,0,24,173,0,0,54,17,63,62,6,66,5,0.285,0.41600000000000004,0.586,1.002,율하초-경복중-대구고-삼성-상무-삼성,18000만원,1985년 06월 22일,2010,237.0,0.8440000000000001
353,115,박석민,2010,삼성,178cm/88kg,내야수(우투우타),112,356,108,18,0,15,171,3,2,76,15,58,64,7,84,14,0.303,0.44,0.48,0.92,율하초-경복중-대구고-삼성-상무-삼성,18000만원,1985년 06월 22일,2011,283.0,0.883
354,115,박석민,2011,삼성,178cm/88kg,내야수(우투우타),128,457,127,24,3,15,202,3,1,59,13,74,86,13,105,13,0.278,0.374,0.442,0.8160000000000001,율하초-경복중-대구고-삼성-상무-삼성,18000만원,1985년 06월 22일,2012,275.0,0.99
355,115,박석민,2012,삼성,178cm/88kg,내야수(우투우타),127,443,138,19,3,23,232,2,3,72,27,79,91,12,83,8,0.312,0.433,0.524,0.957,율하초-경복중-대구고-삼성-상무-삼성,18000만원,1985년 06월 22일,2013,206.0,0.8320000000000001
356,115,박석민,2013,삼성,178cm/88kg,내야수(우투우타),117,396,126,24,0,18,204,4,2,54,21,61,76,10,73,13,0.318,0.425,0.515,0.94,율하초-경복중-대구고-삼성-상무-삼성,18000만원,1985년 06월 22일,2014,266.0,1.055
357,115,박석민,2014,삼성,178cm/88kg,내야수(우투우타),110,356,112,21,0,27,214,0,1,54,12,77,72,12,62,12,0.315,0.419,0.601,1.02,율하초-경복중-대구고-삼성-상무-삼성,18000만원,1985년 06월 22일,2015,260.0,0.8690000000000001
358,115,박석민,2015,삼성,178cm/88kg,내야수(우투우타),135,448,144,25,0,26,247,3,0,83,19,90,116,14,97,13,0.321,0.441,0.551,0.992,율하초-경복중-대구고-삼성-상무-삼성,18000만원,1985년 06월 22일,2016,256.0,0.9540000000000001
359,115,박석민,2016,NC,178cm/88kg,내야수(우투우타),126,427,131,20,0,32,247,2,0,56,16,77,104,15,95,18,0.307,0.40399999999999997,0.578,0.982,율하초-경복중-대구고-삼성-상무-삼성,18000만원,1985년 06월 22일,2017,209.0,0.7889999999999999
360,115,박석민,2017,NC,178cm/88kg,내야수(우투우타),101,319,78,15,0,14,135,1,2,50,13,43,56,9,92,17,0.245,0.369,0.423,0.792,율하초-경복중-대구고-삼성-상무-삼성,18000만원,1985년 06월 22일,2018,199.0,0.69
361,116,박세혁,2012,두산,181cm/86kg,포수(우투좌타),6,6,2,1,0,0,3,0,0,0,0,1,1,0,0,0,0.33299999999999996,0.33299999999999996,0.5,0.833,수유초-신일중-신일고-고려대-두산-상무,6000만원,1990년 01월 09일,2013,23.0,0.486
362,116,박세혁,2016,두산,181cm/86kg,포수(우투좌타),87,172,36,5,1,5,58,2,2,22,2,26,23,2,45,1,0.209,0.302,0.337,0.639,수유초-신일중-신일고-고려대-두산-상무,6000만원,1990년 01월 09일,2017,103.0,0.8400000000000001
363,116,박세혁,2017,두산,181cm/86kg,포수(우투좌타),97,201,57,8,0,5,80,2,1,19,5,41,26,2,44,1,0.284,0.354,0.39799999999999996,0.752,수유초-신일중-신일고-고려대-두산-상무,6000만원,1990년 01월 09일,2018,85.0,0.75
364,117,박승욱,2012,SK,184cm/78kg,내야수(우투좌타),1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,칠성초-경복중-대구상원고,8000만원,1992년 12월 04일,2013,25.0,0.486
365,117,박승욱,2016,SK,184cm/78kg,내야수(우투좌타),36,87,24,4,1,3,39,2,1,9,2,19,13,2,28,0,0.276,0.354,0.44799999999999995,0.802,칠성초-경복중-대구상원고,8000만원,1992년 12월 04일,2017,153.0,0.615
366,117,박승욱,2017,SK,184cm/78kg,내야수(우투좌타),73,158,32,3,2,3,48,0,4,16,4,25,11,11,57,1,0.203,0.29100000000000004,0.304,0.595,칠성초-경복중-대구상원고,8000만원,1992년 12월 04일,2018,21.0,0.8640000000000001
367,119,박용택,2002,LG,185cm/90kg,외야수(우투좌타),112,375,108,28,6,9,175,20,5,38,6,68,55,0,109,11,0.28800000000000003,0.359,0.467,0.8260000000000001,고명초-휘문중-휘문고-고려대,30000만원,1979년 04월 21일,2003,296.0,0.758
368,119,박용택,2003,LG,185cm/90kg,외야수(우투좌타),133,494,127,21,6,11,193,42,12,40,9,68,51,2,83,7,0.257,0.321,0.391,0.7120000000000001,고명초-휘문중-휘문고-고려대,30000만원,1979년 04월 21일,2004,299.0,0.9
369,119,박용택,2004,LG,185cm/90kg,외야수(우투좌타),109,393,118,15,2,16,185,10,4,32,3,51,58,3,68,4,0.3,0.35700000000000004,0.47100000000000003,0.828,고명초-휘문중-휘문고-고려대,30000만원,1979년 04월 21일,2005,307.0,0.833
370,119,박용택,2005,LG,185cm/90kg,외야수(우투좌타),126,472,132,25,1,15,204,43,7,43,5,90,71,1,98,9,0.28,0.344,0.4320000000000001,0.7759999999999999,고명초-휘문중-휘문고-고려대,30000만원,1979년 04월 21일,2006,271.0,0.7989999999999999
371,119,박용택,2006,LG,185cm/90kg,외야수(우투좌타),126,476,140,26,3,16,220,25,3,50,2,69,64,2,93,7,0.294,0.361,0.462,0.823,고명초-휘문중-휘문고-고려대,30000만원,1979년 04월 21일,2007,292.0,0.742
372,119,박용택,2007,LG,185cm/90kg,외야수(우투좌타),126,479,133,24,4,14,207,20,2,43,1,69,66,3,83,7,0.278,0.335,0.4320000000000001,0.767,고명초-휘문중-휘문고-고려대,30000만원,1979년 04월 21일,2008,272.0,0.6709999999999999
373,119,박용택,2008,LG,185cm/90kg,외야수(우투좌타),96,334,86,12,2,2,108,16,6,34,1,39,32,0,55,5,0.257,0.325,0.32299999999999995,0.648,고명초-휘문중-휘문고-고려대,30000만원,1979년 04월 21일,2009,291.0,1.037
374,119,박용택,2009,LG,185cm/90kg,외야수(우투좌타),111,452,168,31,5,18,263,22,3,36,6,91,74,3,63,15,0.3720000000000001,0.41700000000000004,0.5820000000000001,0.999,고명초-휘문중-휘문고-고려대,30000만원,1979년 04월 21일,2010,223.0,0.6799999999999999
375,119,박용택,2010,LG,185cm/90kg,외야수(우투좌타),107,370,111,21,0,9,159,19,4,38,5,62,45,0,64,6,0.3,0.3720000000000001,0.43,0.802,고명초-휘문중-휘문고-고려대,30000만원,1979년 04월 21일,2011,288.0,0.831
376,119,박용택,2011,LG,185cm/90kg,외야수(우투좌타),115,414,125,21,1,15,193,13,3,26,5,57,64,1,71,8,0.302,0.34700000000000003,0.466,0.813,고명초-휘문중-휘문고-고려대,30000만원,1979년 04월 21일,2012,283.0,0.8400000000000001
377,119,박용택,2012,LG,185cm/90kg,외야수(우투좌타),127,499,152,34,3,11,225,30,8,42,7,82,76,0,66,9,0.305,0.36200000000000004,0.451,0.813,고명초-휘문중-휘문고-고려대,30000만원,1979년 04월 21일,2013,280.0,0.8089999999999999
378,119,박용택,2013,LG,185cm/90kg,외야수(우투좌타),125,476,156,22,4,7,207,13,8,52,4,79,67,0,71,5,0.32799999999999996,0.39299999999999996,0.435,0.8280000000000001,고명초-휘문중-휘문고-고려대,30000만원,1979년 04월 21일,2014,278.0,0.885
379,119,박용택,2014,LG,185cm/90kg,외야수(우투좌타),124,464,159,24,2,9,214,11,9,75,1,71,73,1,65,15,0.34299999999999997,0.43,0.461,0.8909999999999999,고명초-휘문중-휘문고-고려대,30000만원,1979년 04월 21일,2015,285.0,0.821
380,119,박용택,2015,LG,185cm/90kg,외야수(우투좌타),128,487,159,28,2,18,245,11,4,34,4,66,83,2,73,12,0.326,0.37,0.503,0.873,고명초-휘문중-휘문고-고려대,30000만원,1979년 04월 21일,2016,278.0,0.895
381,119,박용택,2016,LG,185cm/90kg,외야수(우투좌타),138,509,176,24,0,11,233,6,6,58,4,84,90,0,71,13,0.34600000000000003,0.41200000000000003,0.45799999999999996,0.87,고명초-휘문중-휘문고-고려대,30000만원,1979년 04월 21일,2017,284.0,0.833
382,119,박용택,2017,LG,185cm/90kg,외야수(우투좌타),138,509,175,23,2,14,244,4,2,72,6,83,90,0,88,13,0.344,0.424,0.479,0.903,고명초-휘문중-휘문고-고려대,30000만원,1979년 04월 21일,2018,350.0,0.8370000000000001
383,123,박정권,2007,SK,187cm/96kg,내야수(좌투좌타),100,208,46,12,2,4,74,2,1,15,2,26,25,5,50,5,0.221,0.28,0.35600000000000004,0.636,효자초-전주동중-전주고-동국대-SK-상무,5000만원,1981년 07월 21일,2008,127.0,0.6970000000000001
384,123,박정권,2008,SK,187cm/96kg,내야수(좌투좌타),56,127,33,4,1,3,48,0,0,11,0,15,20,3,23,3,0.26,0.319,0.37799999999999995,0.6970000000000001,효자초-전주동중-전주고-동국대-SK-상무,5000만원,1981년 07월 21일,2009,312.0,0.848
385,123,박정권,2009,SK,187cm/96kg,내야수(좌투좌타),131,446,123,27,0,25,225,5,4,51,4,70,76,7,91,8,0.276,0.354,0.504,0.858,효자초-전주동중-전주고-동국대-SK-상무,5000만원,1981년 07월 21일,2010,297.0,0.9540000000000001
386,123,박정권,2010,SK,187cm/96kg,내야수(좌투좌타),124,431,132,19,4,18,213,17,5,63,5,76,76,2,89,7,0.306,0.39799999999999996,0.494,0.892,효자초-전주동중-전주고-동국대-SK-상무,5000만원,1981년 07월 21일,2011,281.0,0.754
387,123,박정권,2011,SK,187cm/96kg,내야수(좌투좌타),122,453,114,21,2,13,178,9,3,42,3,54,53,4,103,9,0.252,0.317,0.39299999999999996,0.71,효자초-전주동중-전주고-동국대-SK-상무,5000만원,1981년 07월 21일,2012,240.0,0.6659999999999999
388,123,박정권,2012,SK,187cm/96kg,내야수(좌투좌타),122,416,106,18,1,12,162,4,6,43,4,61,59,4,80,7,0.255,0.32799999999999996,0.389,0.7170000000000001,효자초-전주동중-전주고-동국대-SK-상무,5000만원,1981년 07월 21일,2013,182.0,0.8390000000000001
389,123,박정권,2013,SK,187cm/96kg,내야수(좌투좌타),110,363,106,20,1,18,182,4,4,64,1,56,70,2,79,5,0.292,0.39399999999999996,0.501,0.895,효자초-전주동중-전주고-동국대-SK-상무,5000만원,1981년 07월 21일,2014,272.0,0.81
390,123,박정권,2014,SK,187cm/96kg,내야수(좌투좌타),120,452,140,33,2,27,258,7,9,41,2,81,109,5,106,6,0.31,0.3670000000000001,0.5710000000000001,0.938,효자초-전주동중-전주고-동국대-SK-상무,5000만원,1981년 07월 21일,2015,230.0,0.762
391,123,박정권,2015,SK,187cm/96kg,내야수(좌투좌타),124,438,123,23,0,21,209,3,3,46,4,66,70,8,119,9,0.281,0.353,0.47700000000000004,0.83,효자초-전주동중-전주고-동국대-SK-상무,5000만원,1981년 07월 21일,2016,247.0,0.738
392,123,박정권,2016,SK,187cm/96kg,내야수(좌투좌타),125,422,117,17,3,18,194,4,0,35,5,59,59,6,99,7,0.27699999999999997,0.337,0.46,0.797,효자초-전주동중-전주고-동국대-SK-상무,5000만원,1981년 07월 21일,2017,186.0,0.768
393,123,박정권,2017,SK,187cm/96kg,내야수(좌투좌타),118,305,78,14,1,16,142,1,1,30,5,37,51,7,78,4,0.256,0.32799999999999996,0.466,0.794,효자초-전주동중-전주고-동국대-SK-상무,5000만원,1981년 07월 21일,2018,14.0,0.741
394,124,박정음,2016,넥센,175cm/77kg,외야수(좌투좌타),98,223,69,5,3,4,92,16,9,30,3,45,26,3,52,5,0.309,0.395,0.413,0.8079999999999999,금평초-전라중-전주고-성균관대-넥센-상무,6000만원,1989년 04월 15일,2017,74.0,0.6619999999999999
395,124,박정음,2017,넥센,175cm/77kg,외야수(좌투좌타),81,140,34,4,1,2,46,3,4,9,8,26,15,3,39,0,0.243,0.32299999999999995,0.32899999999999996,0.652,금평초-전라중-전주고-성균관대-넥센-상무,6000만원,1989년 04월 15일,2018,16.0,0.368
396,126,박준태,2014,KIA,181cm/75kg,외야수(우투좌타),32,42,11,0,0,0,11,2,0,8,5,6,2,1,18,1,0.262,0.436,0.262,0.698,대연초-부산중-개성고-인하대-KIA-경찰,6000만원,1991년 07월 26일,2015,32.0,0.628
397,130,박찬도,2013,삼성,185cm/75kg,외야수(우투좌타),3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0.5,0.0,0.5,비산초(안양리틀)-평촌중-안산공고-중앙대-삼성-경찰,,1989년 02월 22일,2014,1.0,0.0
398,130,박찬도,2014,삼성,185cm/75kg,외야수(우투좌타),28,8,4,0,0,0,4,6,2,0,0,8,3,0,2,0,0.5,0.5,0.5,1.0,비산초(안양리틀)-평촌중-안산공고-중앙대-삼성-경찰,,1989년 02월 22일,2015,28.0,0.386
399,131,박한이,2001,삼성,182cm/91kg,외야수(좌투좌타),130,420,117,25,3,13,187,17,9,60,12,77,61,2,60,14,0.27899999999999997,0.384,0.445,0.8290000000000001,초량초-부산중-부산고-동국대,30000만원,1979년 01월 28일,2002,291.0,0.758
400,131,박한이,2002,삼성,182cm/91kg,외야수(좌투좌타),133,504,137,24,2,10,195,13,12,60,6,89,47,1,79,15,0.272,0.355,0.387,0.742,초량초-부산중-부산고-동국대,30000만원,1979년 01월 28일,2003,275.0,0.8170000000000001
401,131,박한이,2003,삼성,182cm/91kg,외야수(좌투좌타),133,528,170,34,1,12,242,17,7,63,8,113,59,4,55,7,0.322,0.39899999999999997,0.45799999999999996,0.857,초량초-부산중-부산고-동국대,30000만원,1979년 01월 28일,2004,305.0,0.8620000000000001
402,131,박한이,2004,삼성,182cm/91kg,외야수(좌투좌타),132,503,156,26,2,16,234,13,9,69,5,81,63,2,57,8,0.31,0.397,0.465,0.8620000000000001,초량초-부산중-부산고-동국대,30000만원,1979년 01월 28일,2005,311.0,0.821
403,131,박한이,2005,삼성,182cm/91kg,외야수(좌투좌타),123,471,139,21,0,9,187,12,10,55,9,62,59,4,51,15,0.295,0.377,0.397,0.774,초량초-부산중-부산고-동국대,30000만원,1979년 01월 28일,2006,274.0,0.826
