batter_name,part,year,AB,H,2B,3B,HR,BB,HBP,1B,TB,FBP,avg,OBP,SLG,OPS
노진혁,전반기,2015,29,2,1,0,0,1,0,1,3,1,0.069,0.1,0.103,0.203
노진혁,전반기,2018,263,74,13,4,2,24,2,55,101,26,0.281,0.346,0.384,0.73
노진혁,후반기,2013,123,26,9,0,2,9,0,15,41,9,0.211,0.265,0.333,0.5980000000000001
노진혁,후반기,2014,16,3,0,0,1,0,0,2,6,0,0.188,0.188,0.375,0.563
노진혁,후반기,2015,9,1,1,0,0,1,0,0,2,1,0.111,0.2,0.222,0.42200000000000004
노진혁,후반기,2017,7,2,1,0,0,0,0,1,3,0,0.286,0.286,0.429,0.715
노진혁,후반기,2018,157,45,8,0,9,9,0,28,80,9,0.287,0.325,0.51,0.835
도태훈,전반기,2016,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
도태훈,전반기,2017,30,6,1,0,1,4,0,4,10,4,0.2,0.294,0.333,0.627
도태훈,전반기,2018,19,5,0,0,0,3,1,5,5,4,0.263,0.391,0.263,0.654
도태훈,후반기,2016,3,1,0,0,0,0,1,1,1,1,0.333,0.5,0.333,0.833
도태훈,후반기,2017,17,3,0,0,0,0,0,3,3,0,0.176,0.176,0.176,0.352
도태훈,후반기,2018,16,3,0,0,1,2,1,2,6,3,0.188,0.316,0.375,0.6910000000000001
러프,전반기,2017,286,84,19,0,16,39,8,49,151,47,0.294,0.393,0.528,0.921
러프,전반기,2018,328,107,28,2,19,44,10,58,196,54,0.326,0.421,0.598,1.019
러프,후반기,2017,229,78,19,0,15,21,4,44,142,25,0.341,0.406,0.62,1.026
러프,후반기,2018,178,60,4,2,14,21,8,40,110,29,0.337,0.43,0.618,1.048
로맥,전반기,2017,178,33,9,0,14,29,3,10,84,32,0.185,0.31,0.472,0.782
로맥,전반기,2018,314,99,11,0,28,40,4,60,194,44,0.315,0.399,0.618,1.017
로맥,후반기,2017,181,54,10,0,17,21,3,27,115,24,0.298,0.38,0.635,1.0150000000000001
로맥,후반기,2018,214,68,8,0,15,32,6,45,121,38,0.318,0.421,0.565,0.986
로하스,전반기,2017,90,24,5,0,3,5,2,16,38,7,0.267,0.32,0.422,0.742
로하스,전반기,2018,349,101,24,1,22,35,4,54,193,39,0.289,0.361,0.553,0.914
로하스,후반기,2017,246,77,22,3,15,18,3,37,150,21,0.313,0.367,0.61,0.977
로하스,후반기,2018,215,71,6,0,21,36,3,44,140,39,0.33,0.433,0.651,1.084
류지혁,전반기,2012,1,1,0,0,0,0,0,1,1,0,1.0,1.0,1.0,2.0
류지혁,전반기,2016,35,7,2,0,0,2,0,5,9,2,0.2,0.243,0.257,0.5
류지혁,전반기,2017,105,28,2,1,0,6,1,25,32,7,0.267,0.312,0.305,0.617
류지혁,전반기,2018,122,32,3,0,0,17,6,29,35,23,0.262,0.379,0.287,0.6659999999999999
류지혁,후반기,2015,5,1,0,0,0,0,0,1,1,0,0.2,0.2,0.2,0.4
류지혁,후반기,2016,83,27,3,0,3,8,3,21,39,11,0.325,0.404,0.47,0.874
류지혁,후반기,2017,192,49,11,3,3,15,3,32,75,18,0.255,0.319,0.391,0.71
류지혁,후반기,2018,106,29,4,0,1,12,4,24,36,16,0.274,0.369,0.34,0.7090000000000001
모창민,전반기,2008,69,13,2,0,1,5,0,10,18,5,0.188,0.243,0.261,0.504
모창민,전반기,2009,84,19,4,1,3,7,1,11,34,8,0.226,0.293,0.405,0.698
모창민,전반기,2010,44,9,1,0,1,2,0,7,13,2,0.205,0.239,0.295,0.534
모창민,전반기,2013,208,65,10,1,5,18,1,49,92,19,0.312,0.37,0.442,0.812
모창민,전반기,2014,269,79,11,0,13,21,0,55,129,21,0.294,0.345,0.48,0.825
모창민,전반기,2015,104,23,7,0,2,8,0,14,36,8,0.221,0.277,0.346,0.623
모창민,전반기,2016,5,1,1,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6000000000000001
모창민,전반기,2017,298,94,17,3,9,21,1,65,144,22,0.315,0.362,0.483,0.845
모창민,전반기,2018,148,37,7,0,5,15,1,25,59,16,0.25,0.323,0.399,0.722
모창민,후반기,2008,61,16,3,0,0,7,0,13,19,7,0.262,0.338,0.311,0.649
모창민,후반기,2009,30,8,1,1,1,2,0,5,14,2,0.267,0.312,0.467,0.779
모창민,후반기,2010,16,2,1,0,0,3,0,1,3,3,0.125,0.263,0.188,0.451
모창민,후반기,2012,32,8,2,0,1,2,0,5,13,2,0.25,0.294,0.406,0.7
모창민,후반기,2013,187,44,14,2,7,19,0,21,83,19,0.235,0.306,0.444,0.75
모창민,후반기,2014,150,31,4,0,3,16,0,24,44,16,0.207,0.283,0.293,0.576
모창민,후반기,2015,110,39,7,0,4,10,0,28,58,10,0.355,0.408,0.527,0.935
모창민,후반기,2016,128,43,7,0,5,9,1,31,65,10,0.336,0.384,0.508,0.892
모창민,후반기,2017,176,54,8,0,8,18,1,38,86,19,0.307,0.374,0.489,0.863
모창민,후반기,2018,139,43,3,1,12,6,1,27,84,7,0.309,0.342,0.604,0.946
문규현,전반기,2004,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
문규현,전반기,2007,10,1,0,0,0,0,0,1,1,0,0.1,0.1,0.1,0.2
문규현,전반기,2009,5,1,0,0,0,0,0,1,1,0,0.2,0.2,0.2,0.4
문규현,전반기,2010,77,19,5,0,1,9,3,13,27,12,0.247,0.348,0.351,0.699
문규현,전반기,2011,196,37,7,2,1,13,5,27,51,18,0.189,0.257,0.26,0.517
문규현,전반기,2012,143,30,5,0,0,7,3,25,35,10,0.21,0.261,0.245,0.506
문규현,전반기,2013,36,7,0,0,0,7,0,7,7,7,0.194,0.326,0.194,0.52
문규현,전반기,2014,173,53,11,0,1,21,0,41,67,21,0.306,0.381,0.387,0.768
문규현,전반기,2015,171,40,6,0,2,11,1,32,52,12,0.234,0.284,0.304,0.588
문규현,전반기,2016,203,63,8,0,4,20,0,51,83,20,0.31,0.372,0.409,0.7809999999999999
문규현,전반기,2017,153,39,8,2,3,6,2,26,60,8,0.255,0.292,0.392,0.6839999999999999
문규현,전반기,2018,175,44,10,0,3,9,0,31,63,9,0.251,0.288,0.36,0.6479999999999999
문규현,후반기,2002,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
문규현,후반기,2003,40,8,5,0,0,1,2,3,13,3,0.2,0.256,0.325,0.581
문규현,후반기,2007,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
문규현,후반기,2009,13,2,0,0,1,0,0,1,5,0,0.154,0.154,0.385,0.539
문규현,후반기,2010,96,22,3,0,2,6,1,17,31,7,0.229,0.282,0.323,0.605
문규현,후반기,2011,131,42,6,1,1,15,2,34,53,17,0.321,0.399,0.405,0.804
문규현,후반기,2012,101,20,5,0,0,6,1,15,25,7,0.198,0.25,0.248,0.498
문규현,후반기,2013,65,17,2,0,0,4,0,15,19,4,0.262,0.304,0.292,0.596
문규현,후반기,2014,62,13,5,0,1,5,0,7,21,5,0.21,0.269,0.339,0.6080000000000001
문규현,후반기,2015,94,25,6,1,0,3,0,18,33,3,0.266,0.289,0.351,0.6399999999999999
문규현,후반기,2016,113,23,2,0,0,9,1,21,25,10,0.204,0.268,0.221,0.489
문규현,후반기,2017,151,43,7,0,3,4,0,33,59,4,0.285,0.303,0.391,0.694
문규현,후반기,2018,141,43,9,1,3,9,0,30,63,9,0.305,0.347,0.447,0.794
문선재,전반기,2010,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
문선재,전반기,2013,162,46,8,1,3,10,0,34,65,10,0.284,0.326,0.401,0.7270000000000001
문선재,전반기,2014,12,1,0,0,0,2,0,1,1,2,0.083,0.214,0.083,0.297
문선재,전반기,2015,131,30,7,0,5,15,2,18,52,17,0.229,0.318,0.397,0.7150000000000001
문선재,전반기,2016,56,15,1,2,1,5,0,11,23,5,0.268,0.328,0.411,0.739
문선재,전반기,2017,15,1,0,0,0,3,1,1,1,4,0.067,0.263,0.067,0.33
문선재,전반기,2018,6,1,0,0,0,0,0,1,1,0,0.167,0.167,0.167,0.334
문선재,후반기,2013,55,12,2,0,1,3,3,9,17,6,0.218,0.295,0.309,0.604
문선재,후반기,2014,8,2,1,0,0,1,0,1,3,1,0.25,0.333,0.375,0.708
문선재,후반기,2015,81,18,6,1,0,8,1,11,26,9,0.222,0.3,0.321,0.621
문선재,후반기,2016,55,17,2,0,6,5,0,9,37,5,0.309,0.367,0.673,1.04
문선재,후반기,2017,77,23,6,1,2,7,0,14,37,7,0.299,0.357,0.481,0.838
민병헌,전반기,2006,18,3,0,1,0,0,0,2,5,0,0.167,0.167,0.278,0.44500000000000006
민병헌,전반기,2007,206,51,8,3,2,14,2,38,71,16,0.248,0.302,0.345,0.647
민병헌,전반기,2008,93,18,0,1,0,5,1,17,20,6,0.194,0.242,0.215,0.45699999999999996
민병헌,전반기,2009,201,50,12,0,5,12,5,33,77,17,0.249,0.307,0.383,0.69
민병헌,전반기,2010,33,8,0,1,0,5,0,7,10,5,0.242,0.342,0.303,0.645
민병헌,전반기,2013,201,64,10,5,6,30,1,43,102,31,0.318,0.409,0.507,0.9159999999999999
민병헌,전반기,2014,293,104,18,3,8,22,6,75,152,28,0.355,0.411,0.519,0.9299999999999999
민병헌,전반기,2015,268,86,15,0,8,32,5,63,125,37,0.321,0.403,0.466,0.869
민병헌,전반기,2016,321,108,21,2,13,27,8,72,172,35,0.336,0.402,0.536,0.9380000000000001
민병헌,전반기,2017,266,84,12,0,8,23,11,64,120,34,0.316,0.393,0.451,0.8440000000000001
민병헌,전반기,2018,222,64,14,0,8,21,4,42,102,25,0.288,0.36,0.459,0.819
민병헌,후반기,2006,43,9,0,0,0,2,0,9,9,2,0.209,0.244,0.209,0.45299999999999996
민병헌,후반기,2007,122,29,6,0,1,14,3,22,38,17,0.238,0.331,0.311,0.642
민병헌,후반기,2008,0,0,0,0,0,1,0,0,0,1,NaN,1.0,NaN,NaN
민병헌,후반기,2009,60,17,2,0,0,5,1,15,19,6,0.283,0.348,0.317,0.665
민병헌,후반기,2010,37,12,2,0,0,4,0,10,14,4,0.324,0.39,0.378,0.768
민병헌,후반기,2012,7,1,0,0,0,0,0,1,1,0,0.143,0.143,0.143,0.286
민병헌,후반기,2013,182,58,11,2,3,10,6,42,82,16,0.319,0.374,0.451,0.825
민병헌,후반기,2014,177,58,13,0,4,15,0,41,83,15,0.328,0.38,0.469,0.849
민병헌,후반기,2015,223,63,5,2,4,18,3,52,84,21,0.283,0.344,0.377,0.721
민병헌,후반기,2016,190,58,10,2,3,21,7,43,81,28,0.305,0.394,0.426,0.8200000000000001
민병헌,후반기,2017,181,52,9,0,6,24,8,37,79,32,0.287,0.394,0.436,0.8300000000000001
민병헌,후반기,2018,221,77,7,0,9,14,4,61,111,18,0.348,0.397,0.502,0.899
박건우,전반기,2013,38,9,1,0,1,1,0,7,13,1,0.237,0.256,0.342,0.5980000000000001
박건우,전반기,2014,28,6,3,0,0,2,0,3,9,2,0.214,0.267,0.321,0.5880000000000001
박건우,전반기,2015,27,6,1,0,2,3,2,3,13,5,0.222,0.344,0.481,0.825
박건우,전반기,2016,272,94,23,2,12,20,4,57,157,24,0.346,0.399,0.577,0.976
박건우,전반기,2017,269,88,17,2,8,26,4,61,133,30,0.327,0.395,0.494,0.889
박건우,전반기,2018,333,104,17,5,7,18,8,75,152,26,0.312,0.362,0.456,0.8180000000000001
박건우,후반기,2009,5,1,0,0,0,0,0,1,1,0,0.2,0.2,0.2,0.4
박건우,후반기,2013,10,4,0,0,0,0,1,4,4,1,0.4,0.455,0.4,0.855
박건우,후반기,2014,33,5,1,1,0,2,0,3,8,2,0.152,0.2,0.242,0.442
박건우,후반기,2015,131,48,11,0,3,9,1,34,68,10,0.366,0.411,0.519,0.9299999999999999
박건우,후반기,2016,212,68,13,2,8,18,5,45,109,23,0.321,0.387,0.514,0.901
박건우,후반기,2017,214,89,23,0,12,15,6,54,148,21,0.416,0.468,0.692,1.16
박건우,후반기,2018,155,55,7,1,5,10,2,42,79,12,0.355,0.401,0.51,0.911
박경수,전반기,2003,89,20,5,2,1,8,3,12,32,11,0.225,0.31,0.36,0.6699999999999999
박경수,전반기,2004,157,44,8,0,1,15,6,35,55,21,0.28,0.365,0.35,0.715
박경수,전반기,2005,35,4,1,0,1,6,1,2,8,7,0.114,0.262,0.229,0.491
박경수,전반기,2006,188,37,3,1,4,19,2,29,54,21,0.197,0.278,0.287,0.565
박경수,전반기,2007,116,28,4,0,1,6,3,23,35,9,0.241,0.296,0.302,0.598
박경수,전반기,2008,303,84,10,1,7,34,6,66,117,40,0.277,0.362,0.386,0.748
박경수,전반기,2009,178,41,9,0,6,38,5,26,68,43,0.23,0.38,0.382,0.762
박경수,전반기,2010,93,18,7,0,2,9,10,9,31,19,0.194,0.33,0.333,0.663
박경수,전반기,2011,259,58,7,0,4,41,4,47,77,45,0.224,0.339,0.297,0.636
박경수,전반기,2014,59,12,2,0,1,8,1,9,17,9,0.203,0.309,0.288,0.597
박경수,전반기,2015,263,70,15,0,11,51,10,44,118,61,0.266,0.404,0.449,0.853
박경수,전반기,2016,255,74,16,0,13,40,5,45,129,45,0.29,0.397,0.506,0.903
박경수,전반기,2017,272,73,18,1,11,35,2,43,126,37,0.268,0.356,0.463,0.819
박경수,전반기,2018,293,83,13,0,17,36,8,53,147,44,0.283,0.377,0.502,0.879
박경수,후반기,2003,83,27,5,0,0,9,1,22,32,10,0.325,0.398,0.386,0.784
박경수,후반기,2004,171,44,7,0,5,25,7,32,66,32,0.257,0.374,0.386,0.76
박경수,후반기,2005,70,14,1,0,1,12,2,12,18,14,0.2,0.333,0.257,0.5900000000000001
박경수,후반기,2006,141,32,3,1,2,17,2,26,43,19,0.227,0.319,0.305,0.624
박경수,후반기,2007,132,31,4,3,2,27,2,22,47,29,0.235,0.373,0.356,0.729
박경수,후반기,2008,64,11,1,0,1,3,1,9,15,4,0.172,0.221,0.234,0.455
박경수,후반기,2009,91,23,3,0,2,16,2,18,32,18,0.253,0.376,0.352,0.728
박경수,후반기,2010,138,42,14,0,1,21,6,27,59,27,0.304,0.418,0.428,0.846
박경수,후반기,2011,58,14,4,1,0,7,3,9,20,10,0.241,0.353,0.345,0.698
박경수,후반기,2014,103,25,4,1,1,17,4,19,34,21,0.243,0.371,0.33,0.7010000000000001
박경수,후반기,2015,177,55,15,1,11,23,3,28,105,26,0.311,0.399,0.593,0.992
박경수,후반기,2016,147,52,6,1,7,25,0,38,81,25,0.354,0.448,0.551,0.9990000000000001
박경수,후반기,2017,170,43,9,0,4,22,4,30,64,26,0.253,0.352,0.376,0.728
박경수,후반기,2018,165,37,8,0,8,22,1,21,69,23,0.224,0.319,0.418,0.737
박광열,전반기,2015,19,6,1,0,0,0,0,5,7,0,0.316,0.316,0.368,0.6839999999999999
박광열,전반기,2016,7,3,0,0,0,0,0,3,3,0,0.429,0.429,0.429,0.858
박광열,전반기,2017,21,5,3,1,0,0,0,1,10,0,0.238,0.238,0.476,0.714
박광열,전반기,2018,21,4,0,0,0,4,0,4,4,4,0.19,0.32,0.19,0.51
박광열,후반기,2015,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
박광열,후반기,2016,8,3,0,0,0,0,0,3,3,0,0.375,0.375,0.375,0.75
박광열,후반기,2017,42,7,4,0,1,2,0,2,14,2,0.167,0.205,0.333,0.538
박광열,후반기,2018,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
박동원,전반기,2010,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
박동원,전반기,2013,83,16,5,0,1,5,1,10,24,6,0.193,0.247,0.289,0.536
박동원,전반기,2014,38,9,1,0,2,3,0,6,16,3,0.237,0.293,0.421,0.714
박동원,전반기,2015,223,55,6,1,8,17,6,40,87,23,0.247,0.317,0.39,0.7070000000000001
박동원,전반기,2016,249,56,14,0,8,14,3,34,94,17,0.225,0.274,0.378,0.652
박동원,전반기,2017,165,47,6,0,8,12,2,33,77,14,0.285,0.341,0.467,0.808
박동원,전반기,2018,117,29,3,0,6,9,0,20,50,9,0.248,0.302,0.427,0.729
박동원,후반기,2010,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
박동원,후반기,2013,15,3,1,0,0,2,0,2,4,2,0.2,0.294,0.267,0.5609999999999999
박동원,후반기,2014,136,35,6,2,4,10,5,23,57,15,0.257,0.331,0.419,0.75
박동원,후반기,2015,156,46,6,0,6,20,3,34,70,23,0.295,0.385,0.449,0.8340000000000001
박동원,후반기,2016,162,46,11,1,6,13,4,28,77,17,0.284,0.352,0.475,0.827
박동원,후반기,2017,91,22,3,0,3,5,1,16,34,6,0.242,0.289,0.374,0.663
박민우,전반기,2013,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
박민우,전반기,2014,238,76,11,8,0,36,8,57,103,44,0.319,0.426,0.433,0.859
박민우,전반기,2015,312,97,21,4,0,39,7,72,126,46,0.311,0.399,0.404,0.803
박민우,전반기,2016,219,71,7,4,1,24,3,59,89,27,0.324,0.398,0.406,0.804
박민우,전반기,2017,167,56,6,2,0,20,4,48,66,24,0.335,0.419,0.395,0.8140000000000001
박민우,전반기,2018,260,76,10,4,3,15,6,59,103,21,0.292,0.345,0.396,0.741
박민우,후반기,2013,32,11,1,0,0,5,0,10,12,5,0.344,0.432,0.375,0.8069999999999999
박민우,후반기,2014,178,48,10,1,1,20,3,36,63,23,0.27,0.353,0.354,0.707
박민우,후반기,2015,208,61,10,2,3,34,7,46,84,41,0.293,0.41,0.404,0.8140000000000001
박민우,후반기,2016,216,78,9,2,2,31,5,65,97,36,0.361,0.452,0.449,0.901
박민우,후반기,2017,221,85,19,2,3,26,7,61,117,33,0.385,0.465,0.529,0.994
박민우,후반기,2018,151,57,12,1,2,17,4,42,77,21,0.377,0.453,0.51,0.9630000000000001
박병호,전반기,2005,132,25,9,0,3,9,5,13,43,14,0.189,0.267,0.326,0.593
박병호,전반기,2006,86,15,2,0,3,7,2,10,26,9,0.174,0.253,0.302,0.5549999999999999
박병호,전반기,2009,92,17,2,0,7,12,2,8,40,14,0.185,0.292,0.435,0.727
박병호,전반기,2010,139,28,4,0,6,24,2,18,50,26,0.201,0.327,0.36,0.687
박병호,전반기,2011,16,2,1,0,1,1,0,0,6,1,0.125,0.176,0.375,0.5509999999999999
박병호,전반기,2012,279,78,25,0,17,46,9,36,154,55,0.28,0.398,0.552,0.9500000000000001
박병호,전반기,2013,267,86,11,0,19,43,5,56,154,48,0.322,0.425,0.577,1.002
박병호,전반기,2014,276,79,7,1,30,70,7,41,178,77,0.286,0.442,0.645,1.087
박병호,전반기,2015,333,116,22,1,30,47,8,63,230,55,0.348,0.441,0.691,1.132
박병호,전반기,2018,214,71,9,0,19,42,8,43,137,50,0.332,0.458,0.64,1.098
박병호,후반기,2005,31,6,2,0,0,3,1,4,8,4,0.194,0.286,0.258,0.544
박병호,후반기,2006,44,6,0,0,2,2,0,4,12,2,0.136,0.174,0.273,0.447
박병호,후반기,2009,96,24,5,0,2,8,2,17,35,10,0.25,0.321,0.365,0.6859999999999999
박병호,후반기,2010,21,2,0,0,1,2,0,1,5,2,0.095,0.174,0.238,0.412
박병호,후반기,2011,185,49,10,2,12,25,2,25,99,27,0.265,0.358,0.535,0.893
박병호,후반기,2012,190,58,9,0,14,27,2,35,109,29,0.305,0.397,0.574,0.971
박병호,후반기,2013,183,57,6,0,18,49,3,33,117,52,0.311,0.464,0.639,1.103
박병호,후반기,2014,183,60,9,1,22,26,5,28,137,31,0.328,0.425,0.749,1.174
박병호,후반기,2015,195,65,13,0,23,31,4,29,147,35,0.333,0.435,0.754,1.189
박병호,후반기,2018,186,67,11,0,24,26,9,32,150,35,0.36,0.462,0.806,1.268
박석민,전반기,2004,21,2,0,0,1,1,1,1,5,2,0.095,0.174,0.238,0.412
박석민,전반기,2005,62,10,1,1,0,6,2,8,13,8,0.161,0.257,0.21,0.46699999999999997
박석민,전반기,2008,340,96,21,1,10,55,10,64,149,65,0.282,0.398,0.438,0.8360000000000001
박석민,전반기,2009,169,42,11,0,12,30,9,19,89,39,0.249,0.389,0.527,0.916
박석민,전반기,2010,237,68,11,0,8,41,8,49,103,49,0.287,0.409,0.435,0.844
박석민,전반기,2011,283,84,16,3,10,42,8,55,136,50,0.297,0.402,0.481,0.883
박석민,전반기,2012,275,87,11,2,17,39,18,57,153,57,0.316,0.434,0.556,0.99
박석민,전반기,2013,206,56,12,0,7,33,11,37,89,44,0.272,0.4,0.432,0.8320000000000001
박석민,전반기,2014,266,87,18,0,20,42,9,49,165,51,0.327,0.435,0.62,1.055
박석민,전반기,2015,260,74,12,0,12,42,8,50,122,50,0.285,0.4,0.469,0.869
박석민,전반기,2016,256,81,13,0,15,33,8,53,139,41,0.316,0.411,0.543,0.954
박석민,전반기,2017,209,51,10,0,9,31,10,32,88,41,0.244,0.368,0.421,0.7889999999999999
박석민,전반기,2018,199,44,11,0,6,19,11,27,73,30,0.221,0.323,0.367,0.69
박석민,후반기,2004,8,1,1,0,0,1,0,0,2,1,0.125,0.222,0.25,0.472
박석민,후반기,2005,19,6,2,0,0,1,1,4,8,2,0.316,0.381,0.421,0.802
박석민,후반기,2008,76,20,6,0,4,6,2,10,38,8,0.263,0.333,0.5,0.833
박석민,후반기,2009,126,42,6,0,12,24,8,24,84,32,0.333,0.468,0.667,1.135
박석민,후반기,2010,119,40,7,0,7,35,7,26,68,42,0.336,0.509,0.571,1.08
박석민,후반기,2011,174,43,8,0,5,17,5,30,66,22,0.247,0.332,0.379,0.7110000000000001
박석민,후반기,2012,168,51,8,1,6,33,9,36,79,42,0.304,0.443,0.47,0.913
박석민,후반기,2013,190,70,12,0,11,21,10,47,115,31,0.368,0.457,0.605,1.062
박석민,후반기,2014,90,25,3,0,7,12,3,15,49,15,0.278,0.381,0.544,0.925
박석민,후반기,2015,188,70,13,0,14,41,11,43,125,52,0.372,0.508,0.665,1.173
박석민,후반기,2016,171,50,7,0,17,23,8,26,108,31,0.292,0.401,0.632,1.033
박석민,후반기,2017,110,27,5,0,5,19,3,17,47,22,0.245,0.371,0.427,0.798
박석민,후반기,2018,119,37,3,1,10,20,4,23,72,24,0.311,0.427,0.605,1.032
박세혁,전반기,2012,4,2,1,0,0,0,0,1,3,0,0.5,0.5,0.75,1.25
박세혁,전반기,2013,23,4,1,0,0,2,1,3,5,3,0.174,0.269,0.217,0.486
박세혁,전반기,2016,96,19,3,1,1,16,1,14,27,17,0.198,0.319,0.281,0.6000000000000001
박세혁,전반기,2017,103,31,5,0,4,10,2,22,48,12,0.301,0.374,0.466,0.8400000000000001
박세혁,전반기,2018,85,21,9,0,2,9,1,10,36,10,0.247,0.326,0.424,0.75
박세혁,후반기,2012,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
박세혁,후반기,2013,3,2,2,0,0,1,0,0,4,1,0.667,0.75,1.333,2.083
박세혁,후반기,2016,76,17,2,0,4,6,1,11,31,7,0.224,0.289,0.408,0.697
박세혁,후반기,2017,98,26,3,0,1,9,3,22,32,12,0.265,0.345,0.327,0.6719999999999999
박세혁,후반기,2018,85,27,3,0,1,7,3,23,33,10,0.318,0.389,0.388,0.777
박승욱,전반기,2012,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
박승욱,전반기,2013,25,5,0,0,0,3,0,5,5,3,0.2,0.286,0.2,0.486
박승욱,전반기,2017,153,32,3,2,3,16,4,24,48,20,0.209,0.301,0.314,0.615
박승욱,전반기,2018,21,8,1,0,0,2,0,7,9,2,0.381,0.435,0.429,0.864
박승욱,후반기,2016,87,24,4,1,3,9,2,16,39,11,0.276,0.357,0.448,0.8049999999999999
박승욱,후반기,2017,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
박승욱,후반기,2018,44,12,2,0,0,8,2,10,14,10,0.273,0.407,0.318,0.725
박용택,전반기,2002,205,60,15,4,5,20,5,36,98,25,0.293,0.37,0.478,0.848
박용택,전반기,2003,296,79,13,5,8,23,6,53,126,29,0.267,0.332,0.426,0.758
박용택,전반기,2004,299,95,14,1,15,26,3,65,156,29,0.318,0.378,0.522,0.9
박용택,전반기,2005,307,92,20,1,11,23,3,60,147,26,0.3,0.354,0.479,0.833
박용택,전반기,2006,271,78,14,1,7,36,2,56,115,38,0.288,0.375,0.424,0.7989999999999999
박용택,전반기,2007,292,79,9,1,9,30,1,60,117,31,0.271,0.341,0.401,0.742
박용택,전반기,2008,272,74,9,1,2,26,0,62,91,26,0.272,0.336,0.335,0.671
박용택,전반기,2009,291,108,23,3,13,25,6,69,176,31,0.371,0.432,0.605,1.037
박용택,전반기,2010,223,58,10,0,4,17,3,44,80,20,0.26,0.321,0.359,0.6799999999999999
박용택,전반기,2011,288,84,19,0,12,22,3,53,139,25,0.292,0.348,0.483,0.831
박용택,전반기,2012,283,87,19,1,7,29,6,60,129,35,0.307,0.384,0.456,0.8400000000000001
박용택,전반기,2013,280,91,13,1,4,27,2,73,118,29,0.325,0.388,0.421,0.8089999999999999
박용택,전반기,2014,278,93,14,1,5,52,0,73,124,52,0.335,0.439,0.446,0.885
박용택,전반기,2015,285,82,16,2,11,24,2,53,135,26,0.288,0.347,0.474,0.821
박용택,전반기,2016,278,95,15,0,8,31,3,72,134,34,0.342,0.413,0.482,0.895
박용택,전반기,2017,284,93,15,1,3,40,2,74,119,42,0.327,0.414,0.419,0.833
박용택,전반기,2018,350,107,28,1,8,39,1,70,161,40,0.306,0.377,0.46,0.837
박용택,후반기,2002,170,48,13,2,4,18,1,29,77,19,0.282,0.354,0.453,0.8069999999999999
박용택,후반기,2003,198,48,8,1,3,17,3,36,67,20,0.242,0.312,0.338,0.65
박용택,후반기,2004,94,23,1,1,1,6,0,20,29,6,0.245,0.29,0.309,0.599
박용택,후반기,2005,165,40,5,0,4,20,2,31,57,22,0.242,0.332,0.345,0.677
박용택,후반기,2006,205,62,12,2,9,14,0,39,105,14,0.302,0.347,0.512,0.859
박용택,후반기,2007,187,54,15,3,5,13,0,31,90,13,0.289,0.335,0.481,0.8160000000000001
박용택,후반기,2008,62,12,3,1,0,8,1,8,17,9,0.194,0.296,0.274,0.5700000000000001
박용택,후반기,2009,161,60,8,2,5,11,0,45,87,11,0.373,0.413,0.54,0.9530000000000001
박용택,후반기,2010,147,53,11,0,5,21,2,37,79,23,0.361,0.447,0.537,0.984
박용택,후반기,2011,126,41,2,1,3,4,2,35,54,6,0.325,0.356,0.429,0.7849999999999999
박용택,후반기,2012,216,65,15,2,4,13,1,44,96,14,0.301,0.343,0.444,0.787
박용택,후반기,2013,196,65,9,3,3,25,2,50,89,27,0.332,0.413,0.454,0.867
박용택,후반기,2014,186,66,10,1,4,23,1,51,90,24,0.355,0.429,0.484,0.913
박용택,후반기,2015,202,77,12,0,7,10,2,58,110,12,0.381,0.416,0.545,0.9610000000000001
박용택,후반기,2016,231,81,9,0,3,27,1,69,99,28,0.351,0.421,0.429,0.85
박용택,후반기,2017,225,82,8,1,11,32,4,62,125,36,0.364,0.452,0.556,1.008
박용택,후반기,2018,174,52,10,0,7,8,4,35,83,12,0.299,0.344,0.477,0.821
박유연,전반기,2017,1,1,0,0,0,0,0,1,1,0,1.0,1.0,1.0,2.0
박유연,후반기,2017,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
박정권,전반기,2004,17,2,0,0,0,1,0,2,2,1,0.118,0.167,0.118,0.28500000000000003
박정권,전반기,2007,167,37,11,2,3,11,2,21,61,13,0.222,0.278,0.365,0.643
박정권,전반기,2008,127,33,4,1,3,11,0,25,48,11,0.26,0.319,0.378,0.6970000000000001
